Wall time,Step,Value
1524862467.9275184,1,428.80072021484375
1524862493.1924782,2,131.64907836914062
1524862518.229871,3,120.06309509277344
1524862543.7144313,4,115.35143280029297
1524862569.9005425,5,115.04256439208984
1524862595.8593514,6,112.09412384033203
1524862620.76578,7,107.83109283447266
1524862645.8132496,8,106.79612731933594
1524862670.6317835,9,102.51099395751953
1524862695.1814716,10,103.07145690917969
1524862719.7403305,11,99.05485534667969
1524862744.4722185,12,95.09736633300781
1524862769.540492,13,87.35482025146484
1524862794.063353,14,80.08941650390625
1524862818.6044388,15,67.19036102294922
1524862843.8006418,16,58.13827133178711
1524862868.9233184,17,52.57395553588867
1524862893.8538713,18,53.33091735839844
1524862918.9736965,19,53.0905876159668
1524862943.952237,20,51.036949157714844
1524862969.0490003,21,50.4112548828125
1524862993.9328678,22,49.97445297241211
1524863018.7400472,23,49.19737243652344
1524863043.5385418,24,48.397518157958984
1524863068.6353855,25,50.105533599853516
1524863093.9729865,26,47.264278411865234
1524863119.326757,27,46.91907501220703
1524863144.2038581,28,47.33552169799805
1524863168.8553638,29,45.940792083740234
1524863193.8614745,30,44.69905090332031
1524863218.7491326,31,45.461116790771484
1524863244.128199,32,42.35129928588867
1524863269.2206037,33,41.84953689575195
1524863294.1402736,34,42.8766975402832
1524863319.0767093,35,44.53062438964844
1524863344.2387223,36,39.870628356933594
1524863369.8109045,37,37.88278579711914
1524863394.716171,38,37.163612365722656
1524863419.5621288,39,34.489376068115234
1524863444.8393064,40,33.6179084777832
1524863470.0387938,41,32.541603088378906
1524863494.7991986,42,30.060951232910156
1524863519.3860075,43,32.623931884765625
1524863544.3206239,44,26.5198974609375
1524863570.0059404,45,24.22027587890625
1524863595.3428712,46,23.845767974853516
1524863620.1522744,47,21.091096878051758
1524863644.965801,48,18.679216384887695
1524863669.7507849,49,17.106740951538086
1524863694.437129,50,16.471229553222656
1524863718.95289,51,13.052155494689941
1524863743.622528,52,11.515796661376953
1524863768.1401196,53,11.73695182800293
1524863792.7151248,54,16.97280502319336
1524863817.3528888,55,12.263440132141113
1524863841.9579256,56,8.07666301727295
1524863866.980341,57,10.532962799072266
1524863891.658293,58,8.081592559814453
1524863916.2371705,59,12.412476539611816
1524863940.8422768,60,4.585327625274658
1524863965.4821029,61,5.342386722564697
1524863990.037656,62,7.022559642791748
1524864014.729509,63,4.754337310791016
1524864039.7939694,64,2.6944544315338135
1524864064.413744,65,5.7685227394104
1524864089.0104885,66,7.034368515014648
1524864113.7157853,67,6.2717390060424805
1524864138.5953329,68,7.820224761962891
1524864163.403804,69,5.736586093902588
1524864188.767132,70,4.376681327819824
1524864213.7127655,71,5.815415382385254
1524864238.4790678,72,9.044227600097656
1524864263.1705482,73,4.084834575653076
1524864287.9435184,74,0.9639018774032593
1524864312.6918707,75,0.5386093854904175
1524864337.270945,76,0.5397920608520508
1524864362.223546,77,0.06932508945465088
1524864386.9120164,78,0.03503744676709175
1524864411.2233205,79,0.026636743918061256
1524864436.1671774,80,0.020710160955786705
1524864460.904219,81,0.01669277809560299
1524864485.6284926,82,0.015635767951607704
1524864510.411972,83,0.01342407613992691
1524864535.1709,84,0.011299118399620056
1524864559.985572,85,0.010006383061408997
1524864584.5989196,86,0.009648862294852734
1524864609.309679,87,0.008273671381175518
1524864633.9324753,88,0.007232703268527985
1524864659.3537252,89,0.006452135741710663
1524864684.0380728,90,0.006269916892051697
1524864708.6648803,91,0.005800297018140554
1524864733.485959,92,0.005257047712802887
1524864758.0140798,93,0.004728749394416809
1524864783.0694232,94,0.004192809108644724
1524864807.5082033,95,0.0042360820807516575
1524864832.0058718,96,0.0036414004862308502
1524864857.2022655,97,0.0036783714313060045
1524864882.4215808,98,0.0031525790691375732
1524864907.711447,99,0.0028115485329180956
1524864932.081874,100,0.0027123342733830214
